movie_id,content,rating
10012,"Seems like an apt title for everything that happened behind the scenes. If not for Justice League (which cost $250M+), this might be the poster child of what happens when a studio messes around with a project. Honestly I really hope one day we get a documentary and even some footage of the various cuts and actors who were removed. As for the movie itself, it's surprising that it at least was watchable though hardly good. **2.5/5**",5.0
10014,"Possession is nine-tenths of the law.

A Nightmare on Elm Street Part 2: Freddy's Revenge is the runt of the Elm Street litter. It was unfortunate to be the sequel to a landmark horror film, a film that birthed one of the ultimate horror icons whilst having at its core a terrifying premise. A premise that was superbly executed by all involved in the first film. Part 2 bravely tried to advance the bogeyman story to another level, to one of possession, which in hindsight was a mistake.

There's also the mixed tonal flow and confused intents that hamper the pic. Whilst the young members of the cast are too blank to garner the required amount of sympathy to get us to care about their plight, especially lead lad Mark Patton as Jesse Walsh. However, there is still a lot to like here, some striking imagery grabs the attention and it is not without some unnerving scares.

The debates about what metaphors the makers were going for still exist, and that homo-erotic sheen is never going to go away, but even though it's an average Elm Street movie, it's not as dreadful as it was first painted. 5/10",5.0
10014,"Freddy's Revenge deserves redemption. If you don't expect a film about Freddy, you can appreciate this sequel for what it is, instead of begrudging it for what it isn't. The argument for a gay reading--the idea that Freddy is symbolic of the protagonist's repressed homosexual desires--isn't entirely convincing but even without it, the movie's a lot better than many credit it. This is a Nightmare on Elm Street story that uses the creature to explore what it feels like to grow up. It's confusing and scary and transformational. Tonal shifts and plot mistakes only contribute to the overall intent.",6.0
10014,The nightmare that started it all. Made us all scared to go to to sleep. My favorite horror series next to Friday the 13th. Love this movie.,5.0
10014,My least favorite out of the series. Didn't like this one because Freddy wasn't really killing any one until the end. He used a live human to kill for him. So it was kind of dumb.,5.0
10014,My least favorite out of the series. Didn't like this one because Freddy wasn't really killing any one until the end. He used a live human to kill for him. So it was kind of dumb.,5.0
10015,"***A more comedic version of “The Dirty Dozen,” but taking place in 1983 and starring Clint Eastwood***  

Clint Eastwood’s ""Heartbreak Ridge"" (1986) stars Eastwood as a tough, soon-to-retire Marine gunnery sergeant who conflicts with the brass and his former-wife (Marsha Mason) as he takes command of a spoiled recon squad. The platoon is eventually deployed to Grenada in late October, 1983, in order to prevent a communist takeover and rescue some med students.

Thirteen years after “The Dirty Dozen,” Eastwood recycles the plot and adds a lot of hip comedy. Although it’s not a great military flick like “Dozen” it has its points of entertainment, but you have to roll with the odd mixture of believable military training drama with heavy doses of amusement, mainly revolving around the cartoonish character of Cpl. Stitch Jones, played with fervor by Mario Van Peebles. If you can acclimate to this odd mixture, there’s a lot to enjoy here.

It helps that the movie hooks you in with the opening jail fight involving the hard-living Gunnery Sergeant Thomas Highway (Eastwood). His reunion with his ex-wife and their potentially developing relationship is another hook. Some parts are kinda meh, but there’s enough good here if you’re in the mood for a military training flick in the form of “The Dirty Dozen” meeting “Top Gun” (1987) mixed with an edgier version of Gomer Pyle.

The film runs 2 hours, 10 minutes and was shot at Camp Pendleton, Southern Cal, as well as Santa Clarita (café), San Clemente (bar), El Toro (airfield homecoming) and Vieques, Puerto Rico (Grenada).

GRADE: B-",6.0
10015,"Crusty Clint is still not to be messed with.

One of Clint Eastwood's most accessible 80s movies, Heartbreak Ridge sees the gruff actor on very fine form, this even though the ""war is hell"" core that fills out the last quarter via a rather silly gun toting rescue mission in Grenada does lack conviction. The film wins its stripes courtesy of James Carabatsos' razor witty script and the sub plot involving ex wife Aggie (Marsha Mason). For all its macho posturing and training routine shenanigans (you will wish we could have stayed at boot camp once Grenada arrives), at its heart is a very tender movie about a man who can't let the career go, and simultaneously the wife (ex) who simply lived hell each day as her man was off at war (Korea/Vietnam et al).

That said, it's the comedy that has made the film one of the most quoted film's of big Clint's career. Be it Eastwood himself tossing off witty put downs to his rag tag band of men, or the likes of Mario Van Peebles hilariously looking like some punk version of Michael Jackson, there's a lot of fun to be had in every other frame. There's even a guy here whose thighs are bigger than Sly Stallone! So yes there's many stereotypes here, none more so than Everett McGill's fresh out of school prig Major Powers, and for sure the ending is never in any doubt what so ever. But get in line and enjoy the fun whilst noticing that it does have under the surface themes well worth time investment as well. 7/10",7.0
10015,"<em>'Heartbreak Ridge'</em> is a rather good war film, one I enjoyed a fair bit.

Clint Eastwood, to no-one's surprise, is the best performer from the onscreen talent, though I did like the support cast - namely Mario Van Peebles, Boyd Gaines and Arlen Dean Snyder.

The plot is, although obvious in where it is heading, fun and holds one's attention. The score doesn't particularly stand out but there is one part around the middle which is neat. Some of the dialogue is a little cringe, but there are some good lines in there for Mr. Eastwood to quip.",7.0
10016,"Frankly, this could have been set anywhere, but Mars in the late 22nd century is the venue for this slice of mediocre sci-fi horror. It all centres around a group of police officers who are detached to a remote mining colony to apprehend the wanted murderer ""Desolation Williams"" (the single-gear actor that is Ice Cube). Led by ""Ballard"" (Natasha Henstridge) these cops, and their target, soon discover that their location has been compromised and pretty soon they are under siege from an army of zombies with an unique (and quite well depicted) means of entering and controlling the human body. Odd to see Jason Statham with hair, but otherwise I found this to be a pretty unremarkable drama that I can't think John Carpenter would look back on particularly fondly. Henstridge is competent, but her part is so generic and the dialogue - especially with her and a lacklustre Pam Grier is banal. It looks OK, and the pace once we start picks up too, but the whole thing is really derivative and this attempt to mix the horror and sci-fi genres is too dependent on some, admittedly decent, make up effects before an ending that left me wondering if a sequel were to be in the offing. Fans of JC may get more from it, but for me it's not a film to bother watching again.",5.0
10017,"I first saw this movie back in 1986... didn't really remember too much about it... decided to watch it again after seeing the car in an episode of Leno's Garage.

You know what.. it is actually very entertaining movie... it doesn't suck at all. The bad boy characters are somewhat stupid but fit in quite well... the story is a little simplistic... but sometimes watching a movie that is entertaining and you don't need to think too much about is just what you need.
Plus it was a trip down memory lane from 35 years ago.

Charlie Sheen was 21, but looked a lot younger!!

For the time, the movie had a good look and feel to it.
And the Wraith car stands the test of time really well.",8.0
10017,"**_Hammy 80’s motorhead thriller with Charlie Sheen and Sherilyn Fenn_**

A ruthless (but comical) gang terrorizes a town in southern Arizona, forcing guys to drag race in order to ‘win’ their vehicles; that is, until a young man comes to town (Sheen), along with a mysterious black sportscar and driver. Randy Quaid is on hand as the Sheriff.

""The Wraith"" (1986) is like a meshing of the contemporaneous “Top Gun” with the campiness of “Lost Boys” (which came out the next year), just trade the pilot ace flying with drag racing and the vampires with a thug gang. The hammy approach mainly applies to Skank (David Sherrill), Gutterboy (Jamie Bozian) and tech-geek Rughead (Clint Howard) whereas Nick Cassavetes is more subdued about it as the lead bully, but still cartoonishly exaggerated. Nick, by the way, is the son of John Cassavetes & Gina Rowlands, which is odd since John was only 5’7” while Nick is 6’6”, but I guess it happens.

I’m not a fan of the hammy tone and think it would’ve worked better if done more seriously, like “Top Gun.” However, if you can roll with the goofiness, it’s entertaining on several fronts. For instance, the Arizona locations are spectacular, Sherilyn Fenn’s beauty is well captured and there’s a lot of thrilling vehicle mayhem.

It runs 1 hour, 33 minutes, and was shot in the Greater Tucson area, including the Sonoran Desert National Monument in Gila Bend, which is 92 miles northwest of Tucson (and just southwest of Phoenix).

GRADE: B-",6.0
10019,"Looking in your eyes I see a paradise.

Mannequin is either a sweet affectionate nostalgia movie – or an empty vacuous experience that fronts the bad side of 1980s American film making? Of all the teen comedies and brat packer pictures that flooded the decade, Mannequin appears to be the one that has no in between fan base, you either love it for what it is, or despise it and everything it stands for.

So how do you review something like that? I mean if you have seen it already and are reading this, you don’t need any guidance from me. Your minds are already made up, if you have not seen it and have any interest in the 1980s strand of such fare, then give it a go. It’s hardly an abomination, while for fans of Kim Cattrall and Andrew McCarthy it has to be worth a watch to see them try to cope with such under written lead characters.

It’s frothy and cheerful, but yes, devoid of substance, while one stereotype coupled with James Spader’s worst performance hardly help matters these days. Soundtracking is decent enough, led by power pop ballad Nothing’s Gonna Stop Us Now sung by Starship, while the costuming is garishly period.

Not to be taken seriously, obviously, and it has flaws galore, but it does have fans. Who knows, you may become one as well? Or you may want to stick sharp implements in your eyes instead? Roll the dice and take the chance. 5/10",5.0
10019,"<em>'Mannequin'</em> is pure cheese and very silly, but I can't deny it's a nice piece of light entertainment; it's cute, in its own way, too. Andrew McCarthy and Kim Cattrall both fit their respective roles well, so does everyone else on the cast; Meshach Taylor is the standout of the rest.

There really isn't much more to say. It's a simple movie and I simply enjoyed it. Oh, and ""Nothing's Gonna Stop Us Now"" is a banger.",7.0
10020,"This is a magical animated interpretation of the Jeanne-Marie de Beaumont fairy tale. A handsome, but vain and selfish, Prince finds himself on the wrong end of a curse - and is condemned to live a life of solitude, hideously disfigured - until someone falls in love with him and breaks the spell. Meantime, ""Belle"" is living in the village trying to avoid the endless amorous attentions of local beefcake ""Gaston"". Her father is travelling through the forest when he becomes caught up in a storm and seeks shelter in the Prince's castle - but he picks a rose and is duly imprisoned. When ""Belle"" discovers he is missing and follows his horse back to the castle, she manages to get the Prince to agree to swap; they gradually get to know each other and... He has an array of servants who all shared his curse and were transmogrified along with their boss - ""Lumière"" the butler/candlestick rules the roost with ""Cogworth"", ""Madame de Garderobe"" and the wonderful ""Mrs. Potts"" (Angela Lansbury) as the teapot/housekeeper with her little ""Chip"". All of these characterisations fit the mood perfectly and as the story develops each one becomes more engaging and sympathetic to their poor inflicted master's predicament, as we build to the really quite tense, but satisfying denouement. The songs - and the singing - are superb; the artwork and colours bring it all to life and the script is fast and funny. It's a thoroughly enjoyable demonstration that looks aren't everything...",8.0
10020,My child hood all time favorite movie. Now my own family loves this movie too. Of course all the songs too!,8.0
10025,"<em>'Just My Luck'</em> runs a little thin, but it narrowly did enough for me to enjoy it.

Lindsay Lohan and Chris Pine don't, in my opinion, share as much onscreen chemistry as is generally needed for a romcom, though they are both likeable and produce solid enough performances that I was happy to watch them act throughout. It's amusing seeing McFly - a very good band, back then at least - billed as ""Introducing..."" given UK audiences would've 100% known who they were at the time of release.

The movie does get a bit repetitive as the plot is, as noted, extremely simple, but again there's just about enough in there that I had a positive time watching.",7.0
10028,"> How simple, charming dance flick it is.

One of the first films in the revolution of modern dance flicks, though I know I saw it too late. Nowadays there are many films are coming out since the younger generation showing very interest in the dance. I especially don't know how 'Step Up' made a successful franchise, but the sixth is on the way.

Honey is a main character's name played by Jessica Alba. A passionate dance, choreographer, when her dream coming to true that hits a roadblock for some reason followed by other issues. So now she has to come up with a solution to solve all the problems and that's the film tells how she overcomes them all at once.

A simple story, even the choreography was ordinary, but not a bad film. I anticipated Alba to give a show that not to forget for the decades. This is now obviously a decade old flick and disappointed with her character, especially with her dance moves. But young Alba in a sexy pose on the poster, no one can just ignore it from watching.

Overall, I enjoyed it. Since I'm watching it delayed, I should not compare it to the present scenario. Even though it has been only 13 years, in which all the fields rapidly advanced, so the dance. I suggest you just go for it with an empty mind if you want to see it. Soon I'm going to catch up with its sequel, but I know it won't be as decent as this one.

6/10",6.0
10028,"If you like dancing movies then you'll love this movie. Jessica Alba teaches kids and teens how to dance in groups, to help keep the kids off the streets.",8.0
10029,"This is a movie I saw many years ago, probably when it was first released on DVD, and if memory serves, I didn't like it all that much. Watching it again all these years later, and perhaps getting older helped me appreciate the dark (pitch black really) comedic elements. Found myself laughing so much. Christian Slater has never been better playing such a psychopath. Really good first film from Peter Berg. **3.75/5**",8.0
10030,"Great watch, will likely watch again, and do recommend.

It's got a lot of sexual based humor, but if you're okay with that, then you're going to have a great time with this one.

It's supposed to be Dane Cook's juvenile adventure through love, sex, and....dentistry(?), arguably calamity, but Jessica Alba is really the one that makes this shine.

Not only is she a lovely looking lady, but she's an awesome actor and nails the clumsy girl role down to every micro expression.

Like everything thing, this movie has its low points, mostly with the best friend character, but it's the idiot's mirror.  You let a character say everything wrong.

I've seen this movie several times and expect to watch it several more times.",8.0
10032,"Has pretty much all the same negatives as the original _Van Wilder_, only without the boon of Ryan Reynolds. It's an interesting idea to hold on to the name of the character in your sequel/spinoff when they don't actually appear in any way. And by interesting I mean stupid and a transparent attempt to cash in on brand recognition. Seriously you could play this exact same movie only call it ""England School Dumb Time"" and get 100% the same story across. The script calls/builds upon the original in exactly zero ways. Now, that might be a big deal if the original _Van Wilder_ had some sort of actual value, but seeing as it doesn't, _Rise of Taj_ is just another bad, watchable US comedy like so many others, only this one has the rare inclusion of a non-white lead.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._",4.0
10033,"**The comedy about a second chance.**

I'm reviewing a decade old film. This kind of themes is very much done for the current era, particularly in Hollywood. You can't believe this guy did a film like this back then. I'm obviously talking about Ryan Reynolds. It was just for fun, other than that there's nothing to expect from it. Clearly we know how the story begins and ends, but we're only going to see the middle parts, how they developed it, especially the comedies.

All the actors were decent, particularly Amy Smart was much preferred actress than what she's now. Ryan Reynolds with those dual getups was not bad either and Anna Faris was excellent in the comedy parts. Maybe it is a chick film, or close to that category, but the perspective of the story was from a man.

Being a geek in the high school, how he transformed into a handsome man is the film. When he visits his hometown, all the old memories comes back to the life, particularly after seeing his old close friend who he had a crush on her, but never revealed it. So it is like his second and probably final chance to express his feeling. How it all develops and ends was the remaining story.

Being a comedy, it has not delivered anything big. It might have effected good way, if I had watched when it came out. So not everyone who watches it would end up happily. It is not easy to suggest this film for everybody, but if you're looking for a comedy, some comedy, it will work okay. And again, don't take it seriously, even some of the jokes are too ordinary, but tried its best. An average comedy, but a good time pass film.

_5/10_",5.0
10033,"Just came across this one (2023] and although I am a big fan of the lead actors, I consider this movie to be as cheesy as they come. I didn't see it in the theater, but at this point, I didn't miss anything. Wasted time on this, needless to say, it was disappointing. 3/10",4.0
10035,"If your the sort of person who won't enjoy a thing because it is ""problematic"" then I'd recommend giving _100 Girls_ a wide, wide berth.

If that's not an apt description of your tastes, then I'd... Probably still recommend you miss _100 Girls_. Even if you don't take into account the film's **bizarre** level of obsession with gender dichotomy, the saccharine moments of ""heroism"" that are at best dated and at worst genuinely damaging, and even if you discounted the weird, uncomfortable roles characters' relationships take, then all you're left with is a bland, hackneyed plot without any real character development and a **massive** disconnect between message and arc.

I'm not saying that _100 Girls_ could never have worked (although for some viewers I'm sure that will be the case), I'm just saying it doesn't.",3.0
10035,"Really good watch, would watch again, and can recommend.

I like the mystery aspect of this romantic comedy, while it is somewhat unrealistic, it's somewhat refreshing to have a legitimately ""good"" guy concept.  Legitimately getting to know 100 girls is quite the effort, and while the actual mystery isn't so complex, it definitely lends to a lot of character work during his sleuthing.

Jonathan Tucker looks like a poor man's Joseph Gordon Levitt, meant a complimentary as possible, but does really well leading the movie without carrying it.  The ladies (and James DeBello) pick up plenty of weight and we see some familiar faces: Larisa Oleynik (""Secret World of Alex Mack"", ""10 Things I Hate About You""), Katherine Heigl (""27 Dresses""), Jaime Lee Pressly (""Mom"", ""My Name is Earl""), and Emmanuelle Chriqui (""You Don't Mess With the Zohan"").

Cast is good, the writing is solid, the delivery is charming, but the concept lends to a lot of throw away material.  This is probably true of most mysteries, but there is little one clue leads to the next in this: it's mostly 99 dead ends.

They do some cute work at the end of the movie to alleviate some of that, but by then, the actual story is over, and even I checked out.

Great little rom com, they let the jerk guy be a side character this time, and I think it is very much worth the watch.",7.0
10035,Not really that great of a movie but it's reall funny. I was laughing a lot in this movie. It's worth a watch.,5.0
10040,"**Despite Bullock and King's good performances, the film is frankly predictable and never really gets interesting.**

I enjoyed _Miss Congeniality_, despite the various issues and problematic points I talked about in my review of that film, and I hoped that, at least, this sequel (which is far from being the second part of a bigger film, like Sandra Bullock said she faced all this) would be able to match the original film. Let's be fair, it had everything to achieve this: in addition to keeping the same protagonist and having a script that linked directly to its predecessor, the film kept part of the original crew and cast. Well, I'm sorry, but I feel that those expectations were disappointed: the film is not so bad, but it is below what I expected to find.

The problem starts with the script: it's a very underdeveloped and basic story, despite starting from a promising initial premise. Marc Lawrence, who has worked on the previous film, just couldn't do any better. If the first film was guided by the exaggeration of the story, this one proved to be predictable and has ideas that simply don't work, such as seeing two federal agents, posted outside their area of ​​origin, and who have the luxury of disobeying blatantly to superior orders without this earning them an immediate suspension and the handing over of their weapons and badges. What the movie does is almost make fun of the FBI (well, sometimes they deserve it). Another problem is the melodrama that the protagonist lives after the end of her romance, which started in the previous film. This is irritating enough to prevent us from sympathizing more with the character, who is saved ""in extremis"" by the baggage of previously acquired sympathy.

Sandra Bullock is, frankly, the best asset present in this film. She was not only the producer but also the protagonist and, once again, she offers us a job well done, full of commitment, charm and charisma. Regina King also does quite well as a tough federal agent with anger management issues. The collaboration between both actresses is excellent, and the scenes they both star in are among the best in the film, particularly when they don't understand each other. Heather Burns and William Shatner also return for this film, in their respective roles, but the truth is that they have little to do and don't particularly stand out, apart from the demerit of other actors. Treat Williams tries but fails to do much more than he does, Diedrich Bader is very irritating in the role of a brazen homosexual with cross-dressing aspirations, and the two villains are never credible or exude any sense of real threat.

On a technical level, the film is on average, and that can be evaluated by the cinematography, editing and choice of sets or visual and sound effects. It's not a film where the production has invested a lot in technical issues. The soundtrack also leaves a lot to be desired and doesn't bring any theme or song that stays in the ear. The film's pace is slower than would be desirable, but I wonder if the plot, so confused and disordered, would perhaps allow the adoption of a faster pace without a significant loss of the intelligibility of the story. The humor is quite clever at times, but it barely strays from the conventional family sitcom jokes, puns, wordplay and physical humor (nothing against it, it's humor more suited to a family movie, and I recognize that). The costumes have some interesting ideas, but they don't go beyond what was expected to find.",3.0
10050,"**_Snappy comedy revolving around a Shakespearian high school play_**

A senior (Ben Foster) loses his childhood sweetheart (Melissa Sagemiller) and so joins the school play to win her back despite his lack of theatrical talent. The play is a musical version of Shakespeare's A Midsummer Night's Dream in which the teen has to deal with the hyper drama teacher (Martin Short) as he gets to know his best friend’s sister (Kirsten Dunst). 

""Get Over It” (2001) is an energetic and innovative teen comedy with good camaraderie and the unique scenario of a Shakespearian play marked by that updated 60's-type aesthetic of the period. The amusing lines, mostly by Short’s character, are so rapid-fire you’ll have to see the movie a second or third time just to get ’em all. I also appreciate the ‘cool’ edge minus the over-the-top sleaze of flicks like the (puke-inducing) “American Pie” series.

Mila Kunis is also on hand in a peripheral role, but she never did anything for me, nor did Dunst or Sagemiller, but they’re all winsome enough. And Jeanie Calleja is notable as the assistant of the drama teacher, Jessica; plus there are some females on the fringes worth a mention. Speaking of which, statuesque Kylie Bax appears in an amusing side role and Carmen Electra has a bit part. 

On the masculine side of things, Short pretty much carries the movie with his over-the-top charisma. Moreover, Colin Hanks and Sisqó are likable as the protagonist’s best friends while Shane West is effective as the arrogant rival.

Remember the high school play in “Dead Poets Society”? Now imagine if the entire movie revolved around that with a wildly witty tone and fast pacing. That’s this movie. It took me a while to catch a grip with its uniqueness but, once I did, I savored it.

The film runs 1 hour, 26 minutes, and was shot in Ontario at Mississauga (Port Credit) and nearby Toronto.

GRADE: B",7.0
10054,"Decent watch, probably won't watch again, but could recommend for a younger audience.

There just isn't enough here for an older audience.  Maybe parents will get a kick out of seeing this and imagining their kids....but given the amount of sibling infighting, probably not.

Alan Cumming absolutely steals the show with his Willy Wonka impersonation, and I'm furious that he didn't get the role over Depp when they did the reboot.

The casts is odd, but does a great performance, and the kids having to fight themselves really did a great job.

It's probably still has good than bad, but just can't say you should watch this right now with all the options out there.",5.0
10056,"Classy, Feverish, a Mess?  

The second feature film directed by future critical darling Stanley Kubrick, Killer's Kiss isn't a particularly good film. With its very basic ""B"" film noir plot, choppy editing, post-dubbing and ""interesting"" acting from the unknown cast, the film should really be a chore to get through. However, it represents a worthwhile investment of our time for two main reasons. One is of course to witness the early work of a most revered and talented director. The other is because of some indelible images that exist within the piece, images crafted around authentic New York locations.

The plot revolves around Davey Gordon (Jamie Smith), a 29 year old New York boxer at the end of his career, and his relationship with a dancer and her violent employer. Love, violence and revenge all crammed into one sweaty New York weekend. Kubrick co-wrote the screenplay with Howard Sackler, he also edited, co-produced and photographed the picture himself. All financed by cash generated from friends and family of the novice director.

While there is nothing to write home about in the writing, certainly there is no hint of the creative writing flair Kubrick would show later in his career, it's with the visuals - and to a lesser extent - the sound work, that this shows that the powerful director was quick out of the traps. The whole film comes across as some feverish fairy-tale, one which at frequent moments shifts to some sort of surrealistic nightmare. The effects are aided by the use of negative film stock and the tilting blend of opposing character scenes. Sexual aggression segues with a brutal boxing match, and a ballerina dancing sequence takes one away from the hustle and bustle of the loud streets. Streets where bizarre fez wearing musicians prance about gaily and where shadowy figures follow men down alleyways to enact a brutal crime. All distorting, memorable stuff, capped off by an axe fight in a mannequin factory, the dismembered parts used not only a weapons, but also as a point of reference to the weird thematics laid down by Kubrick.

With stark black and white imagery augmented by the harsh music, and Kubrick dallying with close ups and low angle camera shots, Killer's Kiss is never less than engrossing from a technical viewpoint. Think of it like that weird dream you had when you had taken too much cough syrup that one time, and you will then be half way there... 6/10",6.0
