Movie ID,Movie Title,Rating,Review
74,War of the Worlds,8.0,"An intense, serious and harrowing portrayal of the H.G. Wells classic. Tom Cruise doing an excellent job of not being Tom Cruise and Dakota Fanning out acting everyone. It's hard to call this film an enjoyable watch as it's actually emotionally affecting at times, with some very raw realism concerning human nature. This movie manages to keep a constantly high pace without being exhausting to watch. Well worth a place in your collection."
77,Memento,10.0,"Excellent. I can't believe I've finally gotten around to watching all of Christopher Nolan's films (I have 'The Prestige' on DVD, but have yet to see it), but it's been well worth the wait. There are a couple of handful of English-language directors operating right now that I will make sure I watch every single film of, and Nolan has become one of those for me, and rightfully so. A very fine twist on the noir framework."
77,Memento,8.0,"Structuring the film in such a way that the viewer knows as little as the protagonist, the Nolan's have created a nifty puzzle that slowly unravels to its climax.

8/10"
77,Memento,7.0,"A similar style to Inception, pay attention or you’ll lose it"
78,Blade Runner,8.0,"Some people will say this classic sci-fi ""has nothing to offer other than overrated cult-status"". To that, I would respond, ""it has Rutger Hauer on a rooftop, and that's enough for me"".

_Final rating:★★★★ - Very strong appeal. A personal favourite._

(3.5 for the Theatrical Cut, 4.0 for the Final Cut)"
82,Miami Vice,8.0,"This is one I saw back in theaters and don't remember caring much for perhaps due to the stark shift in direction with the digital format and over-saturation (compare that to Heat) but seems like the 16 years since, not only with Mann's Collateral, but other films have adopted something similar, that this time around it didn't look or feel off. As for the movie itself, solid storyline and the performances from Jamie Foxx and Colin Farrell were really good, now I wish there was a sequel but that time has passed unless Universal goes the streaming route. **4.0/5**"
83,Open Water,3.0,"If you like Extreme EXTREME Close Ups filmed on an iPod Shuffle, then oo boy do I have the film for you.

_Final rating:★½: - Boring/disappointing. Avoid where possible._"
85,Raiders of the Lost Ark,10.0,"5 stars ⭐️⭐️⭐️⭐️⭐️

My favorite action film of all time due to one of the most iconic death scenes at the end being my personal favorite and being featured in my melt movie lists on many different websites!!!"
87,Indiana Jones and the Temple of Doom,5.0,"Simultaneously both more grim and more silly than the Indiana Jones films either side of it, _The Temple of Doom_ was my favourite of the series as a kid. As an adult though, it seems it is objectively the worst movie in the trilogy, but damn if there isn't a lot of memorable parts to love about it.

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._"
88,Dirty Dancing,7.0,"A pretty simplistic film with a plot that's more of an excuse to show dance scenes and an extremely surface level handling of the issues of gender and class that it raises, but it's pretty cute and also I'm bisexual so I like it anyway."
88,Dirty Dancing,6.0,An ok movie. A lot of cheesy parts that I didn't like. I did like the dancing and the love story. I guess it was better at that time.
89,Indiana Jones and the Last Crusade,7.0,"It feels very much a retread of _Raiders_. But, that was a great movie, so it's not exactly as if that's a bad plan.

_Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._"
95,Armageddon,8.0,"Directed by Michael Bay, co-written by J.J. Abrams and starring Bruce Willis just being Bruce Willis while he saves the world from a giant asteroid with a proper bunch of misfits and some oil drilling equipment. I'm in!"
95,Armageddon,7.0,Another end of the world movie. Not really action more drama then anything. It's an unlikely team that saves the world.
96,Beverly Hills Cop II,7.0,"Entertaining enough sequel isn't as sharp as the original and some parts felt like Murphy's stand-up routine, and while the plot itself was weak, did enjoy the on-screen friendships between Murphy, Reinhold and Ashton. **3.5/5**"
98,Gladiator,8.0,"Ridley Scott's Gladiator is a real masterpiece of its genre. With its unique battle scenes, cinematography, acting and directing. It's a real must-watch. Shame on you if you haven't watched this movie!"
98,Gladiator,10.0,"An epic old movie, an absolute must watch. Even now, I can’t resist running my hands over tall plants whenever I pass by them"
99,All About My Mother,10.0,"Of course, it's an Almodovar, so it's already a great film. But this one - the artistic shots, the characters, the story, the humanity - all top notch. I think this film might be his best."
100,"Lock, Stock and Two Smoking Barrels",3.0,"Far from being a good movie, with tons of flaws but already pointing to the pattern of the whole Ritchie's filmography."
100,"Lock, Stock and Two Smoking Barrels",9.0,"Genuinely one of my favorite movies of all time. Watched again recently and realised how well written, brilliantly shot, beautifully cast and cleverly produced this movie actually is!"
101,Léon: The Professional,10.0,"HOW TO MAKE A FEMALE ASSASSIN. TRAUMA, TRAINING THEN GET HER EXTRA ANGRY.  NATILIE PORTMANS FIRST ASSASSIN ROLE AND HOPEFULLY NOT HER LAST.  WE NEED A PART 2 TO THIS MOVIE."
104,Run Lola Run,5.0,"Stupid criminal is stupid and expects his girlfriend to bail him out and fix his problems. We watch 3 different scenarios of her running around trying to come up with money. More stupid stuff happens and she screams to try to make things go her way. Yes, literally screams. Ridiculous"
105,Back to the Future,8.0,"**Entertaining**

A man goes back in time to save his mother - or something like that anyway - I was too entertained to fully grasp what was going on.  Seriously, this film moves so fast that you will find yourself having to try your hardest to keep up with it.

Great movie. Great soundtrack. Great performances. A shame that the sequels did not live up to this one. 

- Ian Beale"
105,Back to the Future,9.0,Not sure how many times I've seen this (first time was on VHS ~1986 or 87 I think) but still an incredibly fun sci-fi comedy with Fox and Lloyd working perfectly off one another. Holds up so well each and every time I re-visit. **4.5/5**
105,Back to the Future,6.0,Everyone who's ever seen this movie loves it. We all wish we could go back in time. I know I do.
105,Back to the Future,8.0,A quintasential '80s movie. A time-jumping rollercoaster ride everyone will enjoy getting on board.
105,Back to the Future,9.0,The first time I saw this movie I was 6 or 7 years old and my friend had it on VHS and since then I can't count the number of times I have seen it. Such a fun time travel adventure movie.
107,Snatch,10.0,"Peak cinema. I absolutely love this movie, this is a fast-paced, filled with jokes and charismatic characters rollercoaster that's definetely worth watching"
111,Scarface,9.0,"Immensely great crime-drama that features some great performances and excellent writing from Oliver Stone (and this coming from someone who isn't a big fan of his) to the direction by Brian De Palma. The score is great though still love the song ""Take It to the Limit"" during the money laundering scene. Still a few slots below the likes of The Godfather and Heat, yet still a amazing film that holds up so well. **4.5/5**"
114,Pretty Woman,7.0,"""You and I are such similar creatures, Vivian. We both screw people for money.""

Richard Gere has always played a rich snob really well but I can't help shake the feeling that Julia Roberts was shockingly miscast in this role. She does well but the role just doesn't fit. Oh well, can't win them all."
114,Pretty Woman,6.0,"Pretty average movie. The dialog is maybe a bit ahead of its' time, in terms of toxicity and progressivism, but that's a few lines.
Feels really sappy and cardboard. The cast has great charisma, but they can't help playing cardboard in such a simple play. I'm not sure how exactly modern fairytales are made good, but most I've seen are better than this.

6/10"
115,The Big Lebowski,10.0,"Fun, clever and engaging. Joel & Eitan Cohen's most iconic creation"
116,Match Point,3.0,"_Match Point, or, Crime & Misdemeanors, Except I Changed Like 4 Things, And the Mistress is Really Hot This Time_"
118,Charlie and the Chocolate Factory,7.0,Not as good as the original but still good nonetheless. Johnny Depp is really the only reason this movie was good. I think any other actor that would have played that character would have made the movie suck.
120,The Lord of the Rings: The Fellowship of the Ring,10.0,"An epic movie if I ever saw one. Captivating and just plain fun to watch. This movie is, indeed, art."
120,The Lord of the Rings: The Fellowship of the Ring,9.0,"Lost count how many times I've seen the ""The Fellowship of the Ring"" but still fantastic after all these years, epic on every level and just all around entertaining, the 3.5 running time just flies by. Will be watching ""The Two Towers"" either tonight or tomorrow followed by ""The Return of the King"". **4.75/5**"
121,The Lord of the Rings: The Two Towers,9.0,"Still probably my favorite of the three, while it's pretty streamlined and far more action centric with little development compared with Fellowship of the Ring and Return of the King, I always find this one really entertaining with the Helm's Deep battle. **4.5/5**"
122,The Lord of the Rings: The Return of the King,10.0,"Great finale to a great trilogy. The action and battle sequences were amazing and even though I've seen this a few times over the years, still thrilling to the end. I didn't even mind the multiple endings as I had in the past, nice each character got their due. **4.75/5**"
128,Princess Mononoke,10.0,Probably the best movie from Miyazaki. A mixture of old Japanese traditions with the story about the conflict between the industrial human being and the preservation of the Nature.
128,Princess Mononoke,10.0,"Hayao Miyazaki's arts have always something to remember us that we are naturally harmonized with mother earth and existences. There is still a bond, if one is hurt another, it means the one suffer itself as well."
128,Princess Mononoke,9.0,This is my favorite movie from Miyazaki. The visuals are great. The characters are great. The voice acting (English version) is great. The animation is great. Music is great. The story is good. Everything about this movie is so cool and it's just really fun to watch.
129,Spirited Away,10.0,"One of the great ""masters"" of the anime art. Somehow, if I would personally associate ""Akira"" to ""self-destruction"", then this anime would be the opposite :)"
134,"O Brother, Where Art Thou?",6.0,Weird convicts that escape. With no money they try to find treasure. Has some weird comedy as well. Good cast though.
135,Dont Look Back,9.0,"I'm a huge fan of both Bob Dylan and D.A. Pennebaker's documentaries, so to me, this was a no-brainer to watch, especially this vintage. I was fortunate to catch Dylan live, after his life-threatening bout of pericarditis, in Ann Arbor, Michigan at the Hill Auditorium with the Kenny Wayne Shepherd band as support, but how amazing it would have been to have caught him live on this British tour, from a generation earlier.

I would have given it a perfect rating, but I docked a mark for him making fun of Donovan, for crying out loud."
137,Groundhog Day,7.0,"Funny story done to fit on Bill Murray's shoes.

It is good enough and with a moral for the family but I don't get it what this is such a famous movie."
137,Groundhog Day,9.0,"Fantastic watch, will watch again, and do recommend.

Bill Murray carries this time-shift-loop adventure in hilarious form.  The writing is excellent with a ""redeemable protagonist"" trope mixed in.

The movie is creative with it's divergent time lines and even manages to maintain proper story arcs as Phil continues to loop.

The supporting cast is wonderful in each of their roles, and manage to do repeat acting excellently.

This was a popularizing (if not a birth) to a genre, everyone should have watched this movie at some point."
138,Dracula,8.0,"Probably my third or fourth time seeing this and while the story is simple, still really entertaining and Bela Lugosi, who even as a favorite of mine acknowledge was never the strongest actor, is in his element. Also has some decent effects and nice set design for the era. **4.0/5**"
138,Dracula,10.0,"""The blood is the life, Mr. REINFIELD""



At three years old this was my first horror movie. My great-grandmother is the one who sat me down and showed me great Bela Lugosi as Dracula. This entire movie is timeless and classic. The very best of all the Universal horrors.

No one could be a more perfect Dracula than Bela Lugosi. To accomplish so much with just a stare. No special effects. No fangs... yet he chilled you to the bone and enthralled all.

One of my all-time favorites. Classic Cinema perfection."
141,Donnie Darko,7.0,"Interesting movie with several readings.

As with 2001: A Space Odissey, it is needed a reading of the actual explanation for the events to fully understand the original idea ... if you are interested in such explanation ..."
141,Donnie Darko,9.0,"A complete mind-bender of a movie that put Jake Gyllenhall on the map, introduced the creepiest rabbit costume of all time, and may make you surprisingly tear up to a remake of Tears for Fears ""Mad World."""
143,All Quiet on the Western Front,9.0,"This very dark, intense film about the horror and brutality of war focuses on a group of young German soldiers fighting at the front during WWI.  It's brilliant, raw, and compellingly honest.  Lew Ayers, only 20 years old at the time, does a very fine job.  Based on Remarque's famous book, this is a classic, stunning piece of cinema, which earned Best Picture and Director Oscars.  The ending is haunting and very disturbing, and it will stay with you long afterward.

Would I recommend?  Yes, but for more mature audiences who can really take it in."
150,48 Hrs.,6.0,Entertaining buddy action-comedy that features a good antagonistic relationship between Nolte and Murphy. The plot isn't the strongest but the action/fight scenes were alright. **3.25/5**
150,48 Hrs.,6.0,Back to the old school. Love this movie. This is when cop movies started to have some comedy in it.
152,Star Trek: The Motion Picture,1.0,"BORING.

I mean, it opens great. The first few minutes sort of give you the impression that this movie is going to be epic...

... and then the rest of it is best spent looking at your phone, cleaning your finger nails, watching linoleum curl, defrosting your freezer...

... finding anything else you can do as it plays in the background just to keep you form dying of Boredom.

And I say this as a Star Trek fan."
153,Lost in Translation,10.0,"Lost in Translation is one of my all-time favorite movies. The film grabbed me when I first saw it in the theater (unusual for back then, but my cineplex got this one in) and since I've watched it dozens of times. Bill Murray and Scarlet Johansson are both great and Sofia Coppola's direction taking in the sights and sounds of Tokyo (a city I've always been curious about and wanted to visit) was amazing."
155,The Dark Knight,10.0,"A Masterpiece!!! I Love how The Dark Knight shows to me the ""Dark & Gritty Tone"". Overall, Nolan give us the Game changing, best superhero film OF ALL TIME. For me it's 10/10"
155,The Dark Knight,10.0,"Unforgettable crime film with good dialogue, thrilling action and chase scenes and once again a magnificent cast (most notably a terrifically terrifying Ledger) and superb score.

10/10"
155,The Dark Knight,7.0,I enjoyed watching the Dark Knight. They were at least able to keep the same batman from the the last one made too.
155,The Dark Knight,8.0,If I can hold my pee for a whole two and a half hours rewatching a film I’ve already seen then I love it.
155,The Dark Knight,10.0,I'm deeply in romantical love with the joker. this movie made my delusions worse
157,Star Trek III: The Search for Spock,7.0,"I kind of feel that this gets a lot more hate than it deserves... because it follows Kahn and because it rewrites an emotional death.

I know, I know, I love Spock too, but, really, should have left him dead. That was part of the emotional roller coaster of II.

But, they didn't and that does sort of cheapen Kahn a bit.

However, it's really not a bad entry on it's own. It's a solid film. It just followed the greatest of the bunch and pales in comparison."
161,Ocean's Eleven,9.0,"_""Congratulations, you're a dead man.""_

I mean, this might be the best remake of all time right? I don't like using the term masterpiece but this is pretty close to that. Ensembles are not easy to do well but Soderbergh was able to get this group of beutiful people, make a charming picture and it's got everything you want in a heist movie."
161,Ocean's Eleven,9.0,"> ""Congratulations, you're a dead man.""

I mean, this might be the best remake of all time right? I don't like using the term masterpiece but this is pretty close to that. Ensembles are not easy to do well but Soderbergh was able to get this group of beutiful people, make a charming picture and it's got everything you want in a heist movie."
162,Edward Scissorhands,8.0,Love this movie. It's like a non evil Freddy Kruger. The ending could have been better though.
163,Ocean's Twelve,7.0,"> ""Come on, he's one guy, and he's French.""

Ocean's series goes global and I love it. The scenery, the music, the stellar cast... they did it again. I would say while this is about heists again, it doesn't focus on it as much, but I am cool with that because the storytelling, twists and cast are just so good."
165,Back to the Future Part II,8.0,"This was one I think I was slightly disappointed in when I first saw it in theaters back in '89 and even with subsequent viewings on VHS and DVD, however I've come to appreciate it more over the years post-2000s. Lots of fun though feels disjointed at times going back and forth in time from 1985 to 2015 to alternate 1985 and back to 1955. But I did like the technical aspects re-creating the events of the first movie. **4.0/5**

PS: Still remember back in the day seeing a TV special and believing the hoverboard was real, lol."
165,Back to the Future Part II,8.0,"My favorite out of the series. I like this one better, because your rewatching the 1st one as the 2nd one is helping the 1st one at the same time. So you get to enjoy the 1st one again with new twists added from the 2nd one. But you can't see yourself watching the 1st one while watching the 2nd one, because the 1st one is not suppose to see the 2nd one watching it, and vice versa. Otherwise something bad will happen if the 1st and 2nd one see each other. Lol you get what I'm saying!"
168,Star Trek IV: The Voyage Home,1.0,"I guess when I was 6 i liked it, and every generation needs it's time travel movie doesn't it?

But, no, bringing them back to contemporary 80s earth just doesn't work. It's sort of too close to home to be good. Star Trek is Sci-Fi, sure, but this just doesn't work.

They live in a future that COULD be, with it's own history, it's own mythology, and taking the crew of the Enterprise back to our world just makes them feel more out of place than the comedic tone of the film intended."
170,28 Days Later,7.0,"**mild abstract spoiler ahead**

My feelings about this movie may very well be extended towards Boyle's movies in general : solid direction overall, but events did not fail to go from situational and behavioral realism to sudden heroical action nonsense."
170,28 Days Later,8.0,"_28 Days Later_ was made on a very small budget in the early days of digital cinema, so, yes, in retrospect, it does look a little bit like it was shot on a Nokia 3310, and yes, it is heavily responsible for the bilious deluge of zombie movies we got in its wake, which we are only now finally recovering from - but it's so **good**. 

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
175,The Big Blue,6.5,"Introspective story with a good Jean Reno and innocent Rosanna Arquette.

Sound track, for those loving Eric Sierra. Not for all tastes. A little bit too long but entartaining."
180,Minority Report,6.0,"Works more on the strength of Spielberg than of Cruise.

_Final rating:★★★ - I personally recommend you give it a go._"
180,Minority Report,8.0,Really good movie. This is one of those movies where you really gotta pay attention to it to understand it fully. Great storyline too. I'm sure our world will eventually end up this way. Hope not though!
183,The Wizard,5.0,"Has some heart at times, almost ruined by the blatant and, hate to use this word, cringe-worthy product placement from Hostess to Nintendo to Universal Studios (which makes sense since this was one of their movies). The acting and writing is bad and I'm not quite sure who this movie was made for (there is a joke about a teenage girl accusing a grown man of grabbing her breast) but there are some funny bad moments. **2.75/5**"
185,A Clockwork Orange,7.0,"Some great visuals and direction not to mention an incredible performance from Malcolm McDowell, I wasn't totally into this, the first half especially was taxing to get through to the point I stopped watching and only finished a couple days later. The rest was good and found myself a bit more engaged however as a whole, this one never grabbed me. **3.5/5**"
189,Sin City: A Dame to Kill For,6.0,"It's just not as good as the first. They over use colour, instead of tiny splashes here and there it's everywhere and it doesn't work

Eva Green is absolutely perfect as Ava, I just wish her story was in the first film"
192,The Name of the Rose,6.0,"At first I was like ""Hah, this is some kind of Sherlock Holmes but a priest thing!"", and then I was like ""Oh, this **is** some kind of Sherlock Holmes but a priest thing!""

_Final rating:★★★ - I liked it. Would personally recommend you give it a go._"
193,Star Trek: Generations,1.0,"I'll be honest, I really hated Star Trek The Motion Picture. I mean, I REALLY hated it and I am a Star Trek fan...

... so it's sort of fitting that I hate Generations as well.

I mean, it doesn't do the first generation or the Next Generation justice at all does it? Kirk shouldn't have been in it. The OG Enterprise crew shouldn't have been in it.

It felt like it robbed TNG of their first outing on the big screen while insulting the original crew of the Enterprise."
193,Star Trek: Generations,6.0,"I've seen this one a few times over the years and while not great and the plot was something akin to a two-part episode of TNG, I still was mildly entertained even if Malcolm McDowell's role was underdeveloped with us being told of his motivations with the death of his family versus being shown it via flashbacks. But the selling point was seeing the two iconic Captains together, even if only for 25-minutes. **3.0/5**"
196,Back to the Future Part III,8.0,"As with Part II, I've come to appreciate this one more, a great blend of sci-fi and western and features once more some fine performances from both Fox and Lloyd, who each do great work portraying different characters (or at least for Lloyd a different time version of Doc Brown). Beyond that, well done set and costume designs and a good enough story to conclude the trilogy. **3.75/5**"
196,Back to the Future Part III,5.0,Not my favorite. I didn't really like the 3rd movie because I'm not really into western type movies.
196,Back to the Future Part III,4.0,"Maybe a little better than the second movie, but still not a patch on the first. It's worth a watch for the in-jokes but have a standby movie ready."
199,Star Trek: First Contact,8.0,"Really solid and suspense-filled Star Trek film. Seen this one once before and still holds up along with the visual effects which were decent for its time. This is also the first complete TNG feature and unlike Generations, did feel like a movie rather than two-part episode. 4.0/5"
204,The Wages of Fear,8.0,"It’s always my honour to write the first review for a film, especially ones like this. It, however, upsets me that not many have seen this magnificent and harrowing masterpiece."
207,Dead Poets Society,1.0,"The (very absurd) point of view of the rich people about freedom.

The Movie is so pathetically formulaic that it makes you want to throw tomatoes at the screen.

The Horatian ideal, of Stoic-Epicurean origin, of a life enjoyed in the good it gives us, even if it is little, is here often repeated, inaccurately, as an invitation to live joyfully.

And it makes us laugh and reflect even more that it is observed from an ""even higher"" point of view than the already very high social class of the characters."
213,North by Northwest,9.0,"I hate user/critic review websites strictly because of movies like this. People will go see like, Gran Torino, be entertained, admire a couple symmetrical shots and smooth camera pans or whatever, and rate the thing a 4.5/5, 9/10, 95%, etc. But then there are movies that have a ten minute chase scene with Cary Grant scaling down Mount Rushmore, every second of which you're screaming at the screen. Of course my most pompous entry is for an Alfred Hitchcock. But please, for progeny's sake, save the high ratings for ones that earn em"
213,North by Northwest,7.0,Not one time did I think “This is good enough to deserve being on his (Hitchcock’s) filmography.
213,North by Northwest,7.0,Not one time did I think “This is good enough to deserve being on his (Hitchcock’s) filmography.
213,North by Northwest,9.0,"Seen this one a few times over the years and still is one of Hitchcock's best though personally Rear Window is still my favorite of his. Still, a great espionage thriller with solid performances from both Cary Grant and Eva Marie Saint. **4.5/5**"
218,The Terminator,10.0,"""_It can't be bargained with. It can't be reasoned with. It doesn't feel pity, or remorse, or fear. And it absolutely will not stop... ever, until you are dead!_""

What's there to say that hasn't been said already? It's an incredible sci-fi thriller that is so good because not only is the story fun, but Cameron makes it look so good even back then before he blew up. Arnold is terrifying, Linda Hamilton and Michael Biehn were meant to be and the score gives me chills."
223,Rebecca,8.0,A good movie and interesting plot but the characters are a little bit exaggerated and the outcome is quite expectable.
235,Stand by Me,10.0,"My all-time favourite movie! Like Gordie, I was a shy, sensitive boy, who was (and am) a writer, and I've been told by so many people I have a talent for it. Also, I've had many friends like Chris, being tough on the outside, while sweet on the inside, and I've known people like Vern, Teddy and Denny too :) Beautiful music, acting and truth about growing up, as relevant today as it was in the 80s/50s :) <3"
235,Stand by Me,8.0,"Ok everyone - this is a 80's kid about kids, but don't think it is like the others as it is a Stephen King adaptation. It isn't for kids - unless you want to traumatize them.

Coming of age at a high price, what makes this a special one on that decade.

A solid 8.2 out of 10.0 / A in my score."
238,The Godfather,10.0,"The best movie ever...
A masterpiece by the young and talented Francis Ford Coppola, about a Mob family and their drama, the story telling is perfect, the acting good, sometimes a little over the top in the case of Thalia Shire (the sister of the director)

The 70's were the best years for Hollywood."
239,Some Like It Hot,8.0,"Ridiculous plot, but very enjoyable nonetheless.

<em>'Some Like It Hot'</em> is good, unserious fun. Tony Curtis (Joe) and Jack Lemmon (Jerry) are the stars of the show, with amusing performances from start-to-finish. Marilyn Monroe is pleasant too, this is actually the first film of Monroe's I've seen. A good'un!

The pacing isn't perfect but that doesn't hamper things at all really. It's a bonkers 122 minutes, filled with entertaining shenanigans - the ending is particularly wacky. Don't think I would've liked it as well without Curtis & Lemmon, admittedly.

Worth watching, without question."
243,High Fidelity,8.0,"Seen this one a few times over the years, still great each viewing with John Cusack in his element, might even argue should've been nominated for an Oscar. I'm not a music fan but still liked that element and features a good supporting cast. **3.75/5**"
245,About a Boy,7.0,Really like this movie. Hugh Grant before he started playing himself.
251,Ghost,10.0,"Tony Goldwyn should have been a more popular actor. He was actually pretty exceptional in almost everything he has done but never actually made it to superstar status.

Instead he kind of lingered in supporting actor limbo through the 90s and then kind of disappeared.

It's a shame.

And he's not the only unsung hero in Ghost, Vincent Schiavelli is in it too.

It has a great cast that brings their all to the film.

The script isn't that imaginative, you've seen a few movies like this before, but that never really matters when it's done well."
252,Willy Wonka & the Chocolate Factory,8.0,"Hadn't seen this one in many years, maybe last time was back in high school 20+ years ago. Delightful musical-comedy featuring the great Gene Wilder and deadpan, sarcastic humor that I immensely loved. Also the production design was excellent and musical numbers, including the catchy Oompa songs were wonderful. **4.25/5**"
253,Live and Let Die,8.0,Live and Let Die is a brilliant use of a new Bond (Roger Moore) and an iconic title song for one of the best Bonds there is.
262,The King of Comedy,8.0,"A bit long-winded, but undoubtedly a very good movie.

<em>'The King of Comedy'</em> has a sturdy Robert De Niro lead performance, as well as solid support from Jerry Lewis and Sandra Bernhard. I enjoyed seeing the split from what actually happens and how De Niro's Rupert Pupkin views things via his dreams; especially with how merged they become by the end.

Absolutely zero surprise to now learn that Todd Phillips and Scott Silver used this and <em>'Taxi Driver'</em> as inspiration when writing <em>'Joker'</em>. Quite cool though!"
268,Batman,10.0,"There will never be a greater batman or movie ever. The original is still the only good batman movie out there. They keep trying but they had it right the 1st time, and they messed it up now."
268,Batman,8.0,"Probably one of the first serious attempts at bringing a comic to the big screen with a decent budget. The vision of the world is brilliant. Keaton's Batman is spot on and the Prince soundtrack ties the whole thing together perfectly. Unfortunately, Tim Burton's flamboyance lets things down in the end. But still the most memorable Batman to date. Although Ben Affleck's jaded, grumpy and bulked-out depiction of the character in Batman V Superman is my favourite."
272,Batman Begins,4.0,"i'm beginning to think people only say a movie is good because of it being long and having a good camera. to me the only highlight was cillian murphy's performance. the rest of this was just some dumb, boring trek."
272,Batman Begins,9.0,"‘Batman Begins’ is a strong introduction to the Batman thanks to the magnificent cast and a superb score by Zimmer and Newton Howard.

9/10"
272,Batman Begins,6.0,It was a nice change to see for a batman series of movies that were going down hill. This movie was ok but at least it's not as bad as the ones that were being made before this.
272,Batman Begins,7.0,"A very self-involved and glum Batman. Not my favourite. Once we finally get to Batman being Batman it's a cool movie. Christian Bale wears the cape well, but the villains lack grit."
277,Underworld,8.0,"Movies like _Underworld_ just don't end up with the calibre of actor that _Underworld_ has under normal circumstances. Somehow, _Underworld_ did though, and yes, it's very much a product of that early '00s industrial inspired age, but it is a solid, solid take on some realistic(ish) aspects of supernatural monster mythos.

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
278,The Shawshank Redemption,6.0,Make way for the best film ever made people. **Make way.**
278,The Shawshank Redemption,10.0,"There is a reason why this movie is at the top of any popular list your will find.
Very strong performances from lead actors and a story line from the literary brilliance of Stephen King (and no, its not a horror).
Sufficient drama and depth to keep you interested and occupied without stupefying your brain. It is the movie that has something for everyone."
278,The Shawshank Redemption,10.0,"First time seeing this in probably close to 20 years, maybe longer. Forgot how excellent of a movie this was, amazing all around from the performances, Morgan Freeman and Tim Robbins especially, with a roller coaster of emotions. The writing (from Stephen King's novel) direction from Frank Darabont was precise and just all around fantastic. This is the very rare 5 star movies I've given but it is easily one of the best movies, right up there in my book with The Godfather. **5.0/5**"
278,The Shawshank Redemption,9.0,"**Watched it 32 times**

Call me obsessed, but I have watched this movie 32 times (and counting) over the past 2 decades. One may wonder why? It is because every time I watch this movie, I learn something new from it. For example, despite being such a good friend of Red, Andy never shares his plan with him. This taught me that discipline and focus is vital for success.

I can not praise enough the tight plot, direction, acting and everything. On my favorite movies list, this one certainly tops the chart."
278,The Shawshank Redemption,10.0,"Simple, I would say, beauty in the art of cinematography and storytelling."
280,Terminator 2: Judgment Day,10.0,"Behold what we like to call the Greatest Action Movie Ever Made, and for good reason. For me this sits without a doubt as one of the best movies (and movie sequels) I've ever seen. The action scenes, action set pieces, practical (and visual) effects are truly incredible for their time and still hold up today. Solid 10/10, highly recommend the full 2h 33m extended cut."
280,Terminator 2: Judgment Day,10.0,"""_I need your clothes, your boots and your motorcycle._""

Just when you think the first one was great, this masterpiece shows up. Everything gets amped up in a good way. I will never forget watching this for the first time and thinking ""how does it all look so damn cool?!"" The first one is terrfiying where this is just awesome. Cameron's lighting and color grading is so sweet to look at. It's an infinite rewatchable classic."
284,The Apartment,8.0,"A tiypical Billy Wilder comedy. Fun and with great script and performance from Jack Lemmon.

A must to see."
