movie_id,movie_title,rating,review
5176,3:10 to Yuma,7.0,"First off this film is a remake of the 1957 film of the same name.

Casting couldn't have been better for the main characters. The R rating and amount of violence was perfect for the tone of the film. The ending was exactly what the film needed. Not some soft, heroes win feeling most films carry nowadays. One of my favorite films."
5178,The Good Heart,,"Brian Cox is excellent! As the characters transition and grow during the movie, you will laugh and cry."
5236,Kiss Kiss Bang Bang,7.0,"Funny story, tailored for Robert Downey Jr. with a superlative Michelle Monaghan. Val Kilmer shines like in movies some years ago."
5236,Kiss Kiss Bang Bang,8.0,"Probably the best thing Shane Black's ever made, and I do not say that lightly, even the worst things he's behind have been okay, and the great (like _Kiss Kiss Bang Bang_) are truly great. The movie that turned me on to lead man Robert Downey Jr., but it's Val Kilmer that steals the show here.

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
5236,Kiss Kiss Bang Bang,10.0,"Awesome movie, if you liked The Nice Guys (2016) you're going to love this."
5236,Kiss Kiss Bang Bang,6.0,"**Kiss Kiss Bang Bang’s excellent acting, script, and writing are held back by its annoying and avoidable language and nudity.**

Kiss Kiss Bang Bang is a clever and unique mystery movie with brilliant writing, dialogue, and acting weighed down by unnecessary and excessive language and nudity. Seriously, I would love this movie if you cut out all the f-bombs and nakedness. Robert Downey Jr. basically auditions for Iron Man with his manic and witty performance, and his unlikely friendship with Val Kilmer’s character is highly entertaining and hilarious. Characters break the fourth wall several times throughout, keeping the movie comical and fresh. I really wanted to like this movie more, but the crass language and needless nudity hold Kiss Kiss Bang Bang back from being a holiday regular."
5255,The Polar Express,10.0,"No matter how many times I watch this, it always brought me to tears!

I only wish that I got to see it in 3D at the cinema."
5257,The Dish,8.0,"I may have watched this Aussie film much closer to when it came out, since 	 have always like Sam Neill, but I had no memory of it and we gave it a look. It is very entertaining in a quiet way. The bursts of humor are short, occasional and subtle, and it works.

Of course it is based on actual events and feature a few news archive clips as well as actors playing historical characters, sometimes almost as a cameo.

It features some restrained tension and suspense as the crew at the telescope try to live up to their commitment to passing audio and video from the moon landing on to NASA and the world. Among the supporting cast we also have a radical political daughter and a clumsy young couple trying to initiate a new romance. It all adds flavor to the main plot."
5259,The Band's Visit,7.0,"Some touching moments and a few amusing ones. Less than 90 minute film went by quickly, I wish the ending had been longer.Ronit Elkabetz is ravishing. Uneven but overall pretty good film."
5279,Gosford Park,6.0,"6/10 Good acting and a solid plot for a murder mystery, but has at least 20-30 minutes of scenes that could have been trimmed, esp as it takes 90min for the murder to occur.  I had figured out the key points and was falling asleep at the end...I'm still tired now, writing this."
5336,"Salò, or the 120 Days of Sodom",7.0,"Wow! You can't escape the fact that this movie pushes the limits of disturbing art! Many will call it sick. I suspect the point of this film is more about the depravity and dehumanization of fascism, political corruption, totalitarianism, and morality. I have not read the Marquis de Sade's work on which this film was based.

**It isn't possible to ""un-see"" a film, so be prepared if you choose the experience.** It was described to me as ""horror"" before I watched it, and I'm not sure it truly captures the film's genre. I can't think of a film genre that adequately describes it.

I will probably never watch it again or forget the images it seared on my brain. But I was challenged to think about various political and societal themes that are still very relevant today."
5375,Fred Claus,4.0,"Decent watch at best, probably won't watch again, but can recommend for off-brand holiday movies.

While I like watching Vince Vaughn beat up Santa Claus as much as the next person, I'm not a big Vince Vaughn fan.  I'd rather see what Paul Giamotti can do with the Santa role, honestly.

Kevin Spacey, being very much himself, is awful, or his character is, and a story needs a good villain.  Being a whiny spoiled kid in an adult body doesn't really do it for me, especially in a Santa setting."
5458,Cruel Intentions 2,5.0,No where close to being as good as the first. Seemed liked they tried way to hard to make it like and better then the first. They failed miserably.
5460,Cruel Intentions 3,5.0,Not that bad of a movie. No relation whatsoever to the others. They just mess with couples lives and feelings. They are pretty cruel.
5471,Beowulf & Grendel,5.0,"Not a bad little piece, but sort of out of its time. If it wasn't for the cast (and what a cast) I would have assumed this movie was made at least a decade earlier than it actually was. The dialogue's mix of contemporary and faux medieval was also particularly odd, and the effects were... I don't want to say bad... But, again, seems like the sort of quality that might have come about in the early 90s more than mid 00s.

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._"
5492,Gunner,3.0,"""Gunner"" has a lot of flaws, including questionable music choices, iffy CGI effects, and reliance on typical action film tropes. However, it still delivers an old-school black ops thriller. Luke Hemsworth shines as the action hero. That being said, only watch if you have 90 min of your time to waste ..."
5492,Gunner,6.0,"It was quite decent movie. Had some flaws with weird music that didn't fit the movie and not very realistic scenes few times, but overall I enjoyed watching it."
5506,The Ladykillers,9.0,"A film of real quality!

<em>'The Ladykillers'</em> is amusing viewing. It's style of comedy is very fitting of its era, but I only mean that positively as the slapstick is undoubtedly fun to watch unfold. The cast are all worthy of a mention, though the standouts for me are Alec Guinness, Herbert Lom and Katie Johnson. The flick looks splendid too, love the set of Wilberforce's home.

Entertainment from start to finish, ya can't ask for more than that."
5511,Le Samouraï,,"Amazing movie! Withstood the test of times. Was watching it with a great interest unlike many movies of this era. Delon is magnifique! Unexpected plot and ending, but the title should have prepared me for it."
5548,RoboCop,8.0,"Ahhh, 1987, what a year for cinema. Not the least of which is Paul Verhoeven's incredible feat of practical effects engineering: _RoboCop_. This is one of those older movies where I can totally confirm for you, my love for it is in no way rooted in nostalgia. I didn't watch _RoboCop_ for the first time until 2013, when I was starting up my third decade of life. It's a phenomenal example of the period, but its also a great movie on its own.

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
5548,RoboCop,9.0,"Seen this several times over the years and still holds up well, story and satire wise, though certainly some of the effects were dated (in particular the death of one character falling out a window). Other than that, an entertaining and bloody 1980s action-thriller, where the sequels and a remake, and certainly the third entry, could not touch. Would like to think the proposed RoboCop Returns will succeed where other failed, but don't hold out much hope. **4.25/5**"
5549,RoboCop 2,6.0,"It's not so much that it's terrible, it's just that it's disappointing after the immeasurable success of the original movie.

_Final rating:★★★ - I liked it. Would personally recommend you give it a go._"
5549,RoboCop 2,9.0,"The first thing anyone can say about this movie, and should say, is that it isn't RoboCop. But that should be said for all reviews for all movies always. Yet, this is still one of the best sequels ever put together to any movie anywhere at any time. Weller is outstanding again. How can stuffing a man into a foam latex suit and have him clip clop around in front of a camera work so well? Its mind blowing."
5550,RoboCop 3,4.0,"_RoboCop 2_ might pale in comparison to the original, but _RoboCop 3_ is the sequel that's genuinely bad.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._"
5550,RoboCop 3,4.0,"This certainly is not RoboCop and its not even RoboCop2, its, sad to say, RoboCop3. An embarrassment for everyone involved. It is the same level of failure as the third Mad Max movie, where he goes off to play with kids in the desert and then Tina Turner does a little dance or something. He has a jet pack in this one, idiotic. Fourteen thumbs down."
5551,Space Cowboys,7.0,"Something just doesn't quite feel right about <em>'Space Cowboys'</em>.

It's good, but it always feels like it's stuck in second gear to me. I was anticipating more based on the cast, but even they are a little underwhelming. it's relative to what I was expecting, as Eastwood is still solid, Tommy Lee Jones and Donald Sutherland too, and the plot is satisfactory; even if I would've shaved off 15-25 minutes. An interesting piece of casting, btw, is the film debut of one Jon Hamm.

Borderline forgettable, but nothing bad. It narrowly gets a 3* rating from yours truly."
5590,Donkey Skin,9.0,"A beautiful and stunning work, from both the acting primes of Catherine Deneuve, Jean Marais and Delphine Seyrig, and the directorial prime of Jacques Demy. One of the most exquisite and memorable transfers of a children's fable to the big screen."
5595,Fermat's Room,7.0,"Fermat's Room is a Spanish language film (set in Spain) in the same genre of films as the Cube series. A small group of people end up stuck in a shrinking room and the only way to avoid being crushed is to answer a series of riddles.

This movie is a fine example of one of my favorite movie types; characters end up stuck somewhere not knowing who put them there or how to get out but without the gore of the Saw series. It's well acted. It's well worth watching."
5636,Treasure of Silver Lake,6.0,"If it were not for the terrible dubbing and the overpowering score that sounded more suitable for a ""Tarzan"" film, this would actually have made quite decent western. Lex Barker and his ""magic silver stick"" with his blood brother Apache ""Winnetou"" (Pierre Brice) have some quite exciting escapades as they try to thwart Herbert Lom (""The Colonel"") and his seemingly never-ending army of men who are on the search for the eponymous treasure. It's a colourful adventure story with plenty of gunfights, a mini siege and, of course, plenty of rough and tumble. Made for the German market, which explains the rather quirky inclusion of a German aristocratic butterfly hunter, it has some a rather stilted, almost academic, script; it lacks vernacular and that can render it ridiculous at times, but it's still a decent effort from a nation not known for exploration into the Wild West."
5680,Elvira: Mistress of the Dark,6.0,"Elvira: Mistress of the Dark is a hilariously campy comedy that doesn’t take itself seriously, and that’s what makes it so much fun. Cassandra Peterson shines as Elvira, delivering sharp one-liners and an unapologetically bold performance that carries the film.

The story of Elvira shaking up a small conservative town is filled with outrageous humor, cheesy effects, and a good-hearted message about staying true to yourself. It’s silly, self-aware, and endlessly entertaining. Perfect for anyone looking for a lighthearted, laugh-out-loud good time."
5689,The Blue Lagoon,5.0,"The film starts out with a pretty good plot and storyline, but as the film continues, it just seems to drag on. It needed to move at a quicker pace, or modify the storyline to keep the watchers attention and interest. I’ve seen it all the way through once(1x), after that I always leave the movie 50-75% complete. 

> **RATING: _2.5_ / 5**"
5698,The Great Train Robbery,6.0,"Firstly, I feel honoured to be the first to write a review for this prestigious short; secondly, I found it to be… good. I can’t claim any more than that, though it is heavily influential. The narrative is unlike many other short, silent films as it actually sucks you in until that fantastic final shot. But was it perfection? No. Is it worth watching? Of course, I’m sure any of my fellow cinephiles can waste ten minutes for this cinematic curio."
5825,National Lampoon's Christmas Vacation,7.0,"<em>'National Lampoon's Christmas Vacation'</em>, unlike predecessor <em>'National Lampoon’s European Vacation'</em>, is more akin to the original. A good watch it is, if still off from the first flick. The festive vibes are there, it's perhaps a bit too mean-spirited at times but overall works.

The cast are the cast, I don't think anyone stands out as being a great performer but they are all satisfactory. Chevy Chase is the obvious lead, don't get me wrong, but I wouldn't rank his performance as anything overly higher than his co-stars. Interesting to see Julia Louis-Dreyfus appear, by the way.

All in all, there's enough there to entertain. The ending is suitably watchable, which is something I did feel was missing from the previous film."
5852,Angel Eyes,4.0,"Movie was good. Kept me interested throughout the movie, but the ending was dumb. It ruined the whole movie."
5910,Fireworks,7.0,"There's greatness in there, for sure, but <em>'Fireworks'</em> (or, the better title, <em>'Hana-bi'</em>) drags on for too long.

I was with it for the first 45-55 minutes, but the final portion of the film really dragged for me; aside from a few moments, it kinda just repeats the same sorta scenes over and over. Like, personally, I got it... needed a bit more to it, in my opinion.

There are some very good performances, no doubt. Takeshi Kitano is the obvious star of the show, though I was also impressed by Ren Osugi - who is just as excellent as the aforementioned writer, producer and director of this 1997 flick. The support cast are solid, while everything onscreen looks neat too.

I did like this overall, but I can't say it hit me as much as it evidently has for others. Worth a watch, either way."
5924,Papillon,9.0,"Although present for much of the filming, author Henri Charriere didn't live to see the release of PAPILLON (1973), which was based on his allegedly autobiographical novel. The veracity of what he recounts has been questioned virtually since the books' release in 1969, and the film takes further liberties, leaving one to wonder if this adventure picture is more fiction than fact. What one doesn't have to wonder about, however, are the results achieved by an underrated director at the top of his craft; a bracing Jerry Goldsmith score; marvelous cinematography by Fred Koenekamp; and spot-on performances by Steve McQueen, Dustin Hoffman, and a stellar supporting cast which features some of the best character actors of the period."
6037,Murder by Death,4.0,"A playful parody chock full of casual cruelty, misogyny, ableism, and racism. There is sincerely funny stuff here, but you’ll need to sit through a _lot_ of junk to see it."
6037,Murder by Death,10.0,"A movie from a time when people were not so easily offended. Lots of fun humor and laughs to be had if you sit back and enjoy the movie for what it is, a comedy from the 70s."
6056,Lord Edgware Dies,6.0,"Austin Trevor dons his best Belgian accent as ""Hercule Poirot"", the famous detective here called in to investigate the fatal stabbing of the wealthy Lord Edgware (CV France). It doesn't take us long to discover that his wife (Jane Carr) was seeking a divorce so she could marry the ""Duke of Merton"" (Esme Percy) - could that be a motive? Well he and Scotland Yard's finest ""Inspector Japp"" (John Turnbull) must find out. It moves along nicely, this, and is fairly faithful to Agatha Christie's original story. Sure, Austin Trevor's persona takes a bit of getting used to and the style of the production is very stage bound, but it is still quite an engaging budget murder mystery, with some decent acting efforts that I quite enjoyed."
6073,The Mexican,9.0,"Silly entertainment!

<em>'The Mexican'</em> works as a comedy and works as an adventure road trip flick, so it evidently achieved what it set out to do. This 2001 release features a strong cast, as we get Brad Pitt and Julia Roberts together alongside James Gandolfini, J. K. Simmons and Gene Hackman. I enjoyed all five, especially the first three.

It's not a film to be taken overly serious, it's one to enjoy and I got a lot of enjoyment from it - credit to Gore Verbinski & Co. Recommended? Definitely!"
6073,The Mexican,9.0,"It’s been a while since I’ve seen this and maybe my tastes may have evolved but I recall liking it a lot and watching it a second time at one point. I was pleasantly surprised by James Gandolfini’s brave choice of his small role, after the tough gangster roles. I would watch it again just for that. I would recommend this move to anyone looking for a nice early 2000’s romantic comedy."
6114,Bram Stoker's Dracula,,"This Seductive, Thrilling, love story has some Bite! Based from the book and is a true masterpiece. Gary Oldman plays Dracula and simply makes this movie. His obsession with Winona Ryder characters is relentless and heart chilling. Don't worry Keanu Reeves doesn't ruin it, he actually did a great job. Anthony Hopkins plays the role of Dr. Van Helsing. We all know his story now thanks to Hugh Jackman. Some brief nudity and a HOT scene with Winona as she runs though the garden in her PJ's. Not only do I gave Bram Stoker's Dracula 5 stars, BUT I rate it in my Top 10 all-time. MUST SEE!"
6114,Bram Stoker's Dracula,8.0,"The script is an unevenly good adaptation of the novel. It resolves better Dracula's aims and motivations through the love story.  Also, it provides a more understandable glue to join the 4 men chasing Dracula from a XXth century point of view and removes unimportant characters having a more ""round"" story.

However, due to some changes certain parts are now incoherent since they were not properly adapted to the other changes. In addition, other parts are totally impossible to follow due to the amount of details only commented quickly along the movie.

Costumes and general artistic work is superb but it drives the movie to some extreme stravaganza that, in the case of the actors' performances make some parts of the movie completely overacted.

In any case, I think this is an iconic movie worth watching more than once."
6114,Bram Stoker's Dracula,9.0,"Although it certainly won't make you easily forget earlier interpretations of the seminal horrific character by Max Schreck, Bela Lugosi, Sir Christopher Lee or Klaus Kinski, Gary Oldman definitely finds a way under your skin. As well, the resoundingly sumptuous cinematography will sweep you off your feet--unless you're dead to begin with... =)"
6280,Junior,6.0,"Good watch, could watch again, and can recommend.

If for nothing else, then you should watch this because this is ""the movie where the guy is pregnant"", but I'm not sure we need a reboot: one is probably enough.

It helps that this is a good movie with a great cast.  I felt bad they made Danny Devito run so much, but Arnold is great as a pregnant man, and sometimes a woman, and Emma Thompson does a wonderful absent-minded professor.

It's a unique premise, it's a good premise, and for a comedy without lasers, aliens, or explosions, there is a lot of excitement.

Give it a watch, it's all about the execution that makes this one great."
6282,Coyote Ugly,8.0,"<em>'Coyote Ugly'</em> is solid cheese and I'm here for it. There's nothing all that noteworthy to say about this, you'll either enjoy it or you won't; I doubt there's much middle ground. For me, it works. It's well paced and well acted, the music is well chosen too - s/o LeAnn Rimes.

I'm pretty sure I've seen this before when I was younger, so long ago that I hadn't had it logged on here. I can't say I totally remembered it whilst watching, though many of the scenes did feel familiar and I recalled the main cast. Speaking of which, Piper Perabo is good as lead. Maria Bello, John Goodman and Adam Garcia are also solid.

Just discovered that this has the same director as Kangaroo Jack. David McNally really made these two classics and ducked out of the industry, what a rockstar."
6341,Blue Thunder,8.0,"A comedic movie that screams 80s from the rooftops, and it works incredibly smoothly. This is First Blood, but with a helicopter. "
6393,Taking Care of Business,,"Originally released as Filofax it took me a while to find this movie with it's rerelease name of Taking Care of Business.
Well worth the search though. One of James (Jim) Belushi's best films along with The Principal.
I remember watching the TimeCode VHS (I worked in a video rental shop) about 2 months before it was released on VHS.
Still a brilliant movie & even my 14 year old son enjoyed it so stands the test of time well
If you like a bit of light hearted comedy with a great actors then I definitely recomend this movie"
6396,SLC Punk,8.0,"Maybe _SLC Punk_ isn't exactly an accurate portrayal of my life in alternative culture, Hell, maybe it isn't exactly an accurate portrayal of **anyone's** life in alternative culture, but seeing a movie where people belonging to alternative culture are actually **characters**? That was a massive deal to me growing up, and this alone would make me a fan of _SLC Punk_, but even aside from that there is its unique filming style, solid acting presence and intense philospohical questions to push it over the line into worthwhile.

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
6415,Three Kings,,"A very good movie, based on true events. It's good to see some real humanity still exist today."
6415,Three Kings,6.0,"_Three Kings_ is not my usual sort of thing, I watched it on the suggestion of a complete stranger, and I don't know that I'll ever watch it again. But I **do** think that it's a good movie, so I'm going to pass that buck and say, that those of you who like me had never seen this nearly twenty year old movie, give it a chance.

_Final rating:★★★ - I liked it. Would personally recommend you give it a go._"
6435,Practical Magic,4.0,"Genuinely one of the most bizarre films I have ever seen in my entire life. I am at such a complete and total loss on _Practical Magic_. I might have genuinely thought I'd fallen asleep and dreamt half a different movie if it wasn't for the fact that I watched it with my roommate and she had the exact same nonsensical experience as I. 

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._"
6443,The Forest for the Trees,6.0,Easy to identify with Melanie and the end was moving but much of the film is uninvolved and lightweight.
6466,Freddy vs. Jason,7.0,"I don't think I can go so far as to call _Freddy vs. Jason_ good. But I can still be honest about the fact that I love it. Considering it mad-grabs the humour from both its delivering franchises late-stage entries, with the bizarre, ethereal yet quippy flavour of _Elm Street_, and the body count of a _Friday the 13th_, how could I not?

Crappy acting, unbelievable SFX, hack script, completely disrespectful to the canon of both parents, yet eminently re-watchable for any occasion.  

_Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._"
6466,Freddy vs. Jason,7.0,"I don't think I can go so far as to call _Freddy vs. Jason_ good. But I can still be honest about the fact that I love it. Considering it mad-grabs the humour from both its delivering franchises late-stage entries, with the bizarre, ethereal yet quippy flavour of _Elm Street_, and the body count of a _Friday the 13th_, how could I not?

Crappy acting, unbelievable SFX, hack script, completely disrespectful to the canon of both parents, yet eminently re-watchable for any occasion.  

_Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._"
6466,Freddy vs. Jason,10.0,I was so excited to hear this movie coming out. It didn't disappoint. My two greatest horror killers of all time battling each other. Love this movie.
6466,Freddy vs. Jason,10.0,I was so excited to hear this movie coming out. It didn't disappoint. My two greatest horror killers of all time battling each other. Love this movie.
6470,Fire Birds,4.0,"**A miserably bungled Top Gun impersonation with helicopters… why?**

Lame Top Gun with helicopters. Almost everything is a straight rip-off. Nic Cage is a much more exaggerated Maverick. Tommy Lee Jones fills the Viper role. Flight school. Overly cocky pilots. Contentious playful romance. Fire Birds so closely replicated Top Gun that it forced a comparison that Fire Birds lost miserably. The cheese factor was cringe. The soundtrack was nowhere near the quality of Harold Faltermeyer’s anthem. David Green couldn’t measure up to Tony Scott’s directing mastery. Even with some of the 90s’ bigger stars, Fire Birds couldn’t burn bright."
6471,The Jerk,7.0,"***Steve Martin’s breakout comedy***

A homeless mentally-challenged man (Steve Martin) shares his amusing tale of rags-to-riches-to-hobo with flashbacks. Catlin Adams plays a stunt rider at a carnival who has the hots for Navin (Martin) while Bernadette Peters plays a more important woman in his life.

“The Jerk” (1979) has several laugh-out-loud scenes like the eventual confrontation between Patty (Catlin) and Marie (Peters), but there are also some flat, overlong parts, like when Navin departs the mansion in the last act. “Forrest Gump” (1994) was obviously inspired by “The Jerk” and made a more serious, popular picture. Jim Carrey also took a lot of inspiration from Martin and “The Jerk” to forge the even funnier “Ace Ventura: Pet Detective” (1994).   

The movie runs 1 hour, 34 minutes and was shot in the Los Angeles area.

GRADE: B"
6472,Guarding Tess,6.0,"Shirley MacLaine (""Tess"") is on good form in this rather daft tale of a pretty cantankerous former First Lady who has a running battle with her Secret Service agent Nicolas Cage (""Doug"") as he tries to keep her within his security protocols - an exasperating task that is mostly an uphill struggle. A series of fun face-offs ensue as she and her team - chef Richard Griffiths and chauffeur Austin Pendleton run the poor old Cage ragged before, unexpectedly, she goes and gets herself into a bit of bother that mobilises just about the entire nation. ""Tess"" has got some good one-liners and there is a fair amount of chemistry between the pair as their love/hate relationship begins to pan out in this quite watchable comedy drama."
6474,Navajo Joe,7.0,"OK spaghetti from Corbucci but far from his best. Reynolds looks like a primitive with that forehead and hair. Aldo Sambrell excellent as ""Duncan"". Nicoletta beautiful and talentless as always. The ending had good and not so good moments, the final scene corny."
6477,Alvin and the Chipmunks,6.0,"Als Kind habe ich die Zeichentrickserie von Alvin und die Chipmunks geliebt um den Animations-/Realfilmmix habe ich nach den schlechten Erfahrungen mit ähnlichen Filmen biser einen Bogen gemacht. Zu Unrech! Natürlich ist Alvin und die Chipmunks kein Meisterwerk. Natürlich präsentiert der Film keine komplexe Story. Und dennoch hat der Film mir Spaß gemacht. Die animierten Chipmunks fügen sich gut in den Film ein und „Earl“ Jason Lee weiß prima mit ihren zu agieren. Wenn die Chipmunks Chaos in der Wohnung von Lees Filmfigur Dave stiften oder ihren ersten großen Auftritt haben, dann schwingt natürlich ein Stück Kindheitserinnerung mit, aber ein Stück Kindheitserinnerung, die mit diesem Film angemessen in die Neuzeit transportiert wurde. Alvin und die Chipmunks ist somit seichte Unterhaltung, wenn es einfach mal ein relaxter Couchtag werden soll. [Sneakfilm.de]"
6477,Alvin and the Chipmunks,8.0,Love this movie. Kind of funny and cute to see these little hairy beasts singing pop songs. At least the songs weren't bad.
6479,I Am Legend,1.0,"Oh this one just hurts. I mean, shout out to Will Smith. In 2022 he might be a beta fool, but he was still charming as all get out in this movie.

It just wasn't what it was supposed to be.

The source material was pretty amazing. Richard Matheson was on a pretty high horse when he wrote it and it came out as a pretty philosophical masterpiece in the way that only science fiction can.

It examined something and then it took that examination and turned it into a story... like science fiction should.

But ""I Am Legend"" just sort of examines Will Smith and the philosophical musings that made the source material great took a back seat to special effects and monsters and Smith.

It could have been something that people are still talking about instead of something people forgot."
6479,I Am Legend,8.0,Awesome movie! See kind of what life would be if you were the last one on it. The problem is battling the evil that took over.
6522,Life,8.0,"Really funny, messed up and kind of sad. Back in like the 1930's getting charged for a murder they didn't commit. They get life, and spend life trying to figure out how to get out."
6557,27 Dresses,8.0,"This is such a girly movie, but I can't lie I actually like this movie. I love the"
6637,National Treasure: Book of Secrets,7.0,"Well, what do you know, a sequel that's pretty much the same story as the original. But so what? This movie isn't as good as the first but it's just as enjoyable. So let's get on board and find some treasure. Just one thing, can someone explain to me why Nicolas Cage got so loud in this one?"
6687,TransSiberian,5.0,"Another excellent Woody Harrelson performance. Otherwise, not really worth a watch."
6723,The Rookie,10.0,"There is a movie with James Woods that I keep mistaking for this one.  

Anyway, it falls under the ""What did you expect?"" category of flick.  It's not good... it's not bad either.  No one expected it to be a box office bomb, no one expected it to be the next big thing either.

They set out to make a fun and entertaining throw away cop movie and that was exactly what they ended up making, a fun and entertaining action flick.

And that is all it is, something to like and throw away, so it did it's job."
6844,The Ten Commandments,,"(The King of Egypt - with his sword drawn - and his Queen, together, converse about killing Moses, servant of the Most High God) ...

Queen Nefretiri: 'Bring it back to me, stained with his blood!'

Pharoah Rameses: 'I will... to mingle with your own!'


Inspired by the Book of Exodus, this Cecil B. DeMille-directed, Academy Award-winning biblical epic, the seventh most successful film of all-time, needs no further analysis.

Among the undisputed, where exceptionally classic one-liners are concerned, The Ten Commandments is a timeless generational masterpiece, and a National Film Registry-honored landmark of the Hollywood cinema industry ... Period.

Five out of five glittering stars."
6844,The Ten Commandments,,"As good today as in 1956

This film consists of an all star cast and is an amazing movie. The special effects are incredible especially for 1956. The acting is clearly amazing in this account of Moses and the Ten Commandments. 9-10"
6844,The Ten Commandments,7.0,"Until very recently, I had never actually made it all the way through this Cecil B. De Mille marathon. It is a glorious piece of cinema but no amount of beautiful colour and costumes can detract from what is really rather a staid, over-egged production. Sir Cedric Hardwicke helps open the proceedings as Seti, but once he has gone the film loses much of it's class and just becomes a vehicle for Charlton Heston and Yul Brynner to play Moses and Ramses as this overly scripted tale of frail brotherly love becomes enmity and ultimately open hostility. Edward G. Robinson and Vincent Price present us with a bit of menace; the special effects are cleverly applied - giving the plagues an extra bit of potency and Elmer Bernstein provides a strong score but basically this is just one long story more of biblical, than, epic proportions."
6877,Failure to Launch,7.0,"A simply OK film, though the last 20/30 minutes or so does drag a tad.

Matthew McConaughey is good, Sarah Jessica Parker is good, the support cast (which includes an early role of Bradley Cooper's) are good. I didn't overly enjoy what I was watching, but I wasn't particularly bored with it either. I don't really have much to say about it in truth.

At around 90 minutes, it doesn't overstay its welcome. That makes it a watchable, if slightly forgettable, flick from 2006 in my books."
